model,animation_id,phase_ordinal,activation_animation_s,deactivation_animation_s,response,status,calibrated,gameplay_validated,timeline_source_sha256,attack_param_ids,source_references
c1310,100003000,0,0.866666675,1.133333325,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003000,1,1.833333373,2.200000048,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003002,0,1.899999976,2.000000000,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003003,0,1.000000000,1.133333325,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003003,1,1.866666675,2.099999905,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003004,0,1.000000000,1.133333325,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003004,1,2.433333397,2.633333445,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003005,0,2.333333254,2.466666698,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003006,0,0.566666663,0.699999988,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003007,0,0.566666663,0.666666687,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003008,0,1.600000024,1.766666651,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003009,0,0.866666675,1.133333325,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003009,1,1.533333302,1.766666651,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003009,2,3.033333302,3.200000048,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003010,0,1.733333349,2.066666603,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003010,1,2.466666698,2.700000048,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003010,2,2.933333397,3.200000048,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003010,3,3.866666555,4.066666603,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003011,0,0.633333325,0.766666651,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003020,0,1.733333349,2.066666603,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003020,1,2.466666698,2.700000048,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003020,2,2.933333397,3.200000048,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003020,3,3.866666555,4.066666603,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003061,0,0.866666675,1.000000000,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003062,0,0.866666675,1.133333325,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003062,1,1.833333373,2.200000048,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003063,0,0.866666675,1.133333325,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003063,1,1.533333302,1.766666651,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003063,2,3.033333302,3.200000048,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003065,0,0.866666675,1.133333325,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003065,1,1.533333302,1.766666651,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,100003065,2,3.033333302,3.200000048,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,200003031,0,1.433333278,1.633333325,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,300003020,0,0.600000024,0.699999988,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1310,300003020,1,0.866666675,0.966666639,unverified,extracted_unverified,false,false,33f1e95eb7a07a479e2ddd4d8cb88b7123bdc4d726e5d2f5839ebb450582d589,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1320,3001,0,1.100000024,1.666666627,unverified,extracted_unverified,false,false,8f8072dbc467d133a553e078412463213240f7de829017fffa37058dcb32edf9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1320,603001,0,1.100000024,1.666666627,unverified,extracted_unverified,false,false,8f8072dbc467d133a553e078412463213240f7de829017fffa37058dcb32edf9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1320,100003001,0,1.100000024,1.666666627,unverified,extracted_unverified,false,false,8f8072dbc467d133a553e078412463213240f7de829017fffa37058dcb32edf9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1320,100603001,0,1.100000024,1.666666627,unverified,extracted_unverified,false,false,8f8072dbc467d133a553e078412463213240f7de829017fffa37058dcb32edf9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3000,0,3.799999952,4.266666889,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3001,0,4.000000000,4.466666698,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3003,0,1.233333349,2.000000000,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3004,0,1.500000000,2.200000048,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3005,0,1.566666722,2.166666746,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3006,0,1.766666651,2.400000095,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3007,0,1.566666722,2.166666746,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3008,0,1.766666651,2.400000095,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3009,0,2.666666746,2.866666555,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3009,1,3.933333397,4.066666603,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3009,2,6.466666698,6.699999809,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3009,3,9.100000381,9.300000191,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3010,0,1.133333325,3.166666746,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3012,0,0.533333361,0.733333349,dodge,classified_estimate,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,13500150,src/attack_timings.rs;docs/enemy-coverage.json;docs/response-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3014,0,1.266666651,2.933333397,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3017,0,4.300000191,4.900000095,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3019,0,1.866666675,2.033333302,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3033,0,1.266666651,1.933333278,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3050,0,0.566666663,0.966666639,parry,classified_estimate,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3055,0,0.566666663,0.966666639,parry,classified_estimate,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3060,0,1.033333302,1.200000048,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3061,0,1.033333302,1.200000048,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3070,0,0.766666651,0.933333337,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,3071,0,0.866666675,1.533333302,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,20006,0,1.033333302,1.200000048,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,100003000,0,1.566666722,2.166666746,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,100003001,0,1.766666651,2.299999952,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,100003003,0,1.766666651,2.400000095,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,100003004,0,2.733333349,2.900000095,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,100003005,0,4.300000191,4.900000095,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,100003015,0,2.799999952,3.966666698,dodge,classified_estimate,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,13500150,src/attack_timings.rs;docs/enemy-coverage.json;docs/response-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,100003016,0,1.133333325,3.166666746,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1350,100003017,0,0.866666675,2.933333397,unverified,extracted_unverified,false,false,90a975da009b676b79fd5f1da6939e04afab9816f7f55b005fa0c42bde52e312,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3000,0,0.633333325,0.733333349,unverified,extracted_unverified,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3001,0,0.600000024,0.766666651,unverified,extracted_unverified,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3002,0,0.866666675,1.000000000,unverified,extracted_unverified,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3003,0,0.766666651,0.866666675,unverified,extracted_unverified,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3005,0,0.699999988,0.833333313,unverified,extracted_unverified,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3008,0,0.600000024,0.699999988,unverified,extracted_unverified,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3009,0,0.400000006,0.500000000,unverified,extracted_unverified,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3014,0,0.600000024,0.699999988,unverified,extracted_unverified,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3014,1,1.000000000,1.100000024,unverified,extracted_unverified,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3016,0,1.533333302,1.600000024,dodge,classified_estimate,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,13600180,src/attack_timings.rs;docs/enemy-coverage.json;docs/response-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3017,0,0.566666663,0.699999988,unverified,extracted_unverified,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3018,0,0.200000003,0.333333343,unverified,extracted_unverified,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3019,0,0.866666675,1.000000000,unverified,extracted_unverified,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3052,0,0.333333343,0.433333337,parry,classified_estimate,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3057,0,0.300000012,0.400000006,parry,classified_estimate,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3071,0,0.533333361,0.633333325,parry,classified_estimate,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3072,0,0.566666663,0.699999988,parry,classified_estimate,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3073,0,0.633333325,0.733333349,parry,classified_estimate,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3073,1,1.033333302,1.133333325,parry,classified_estimate,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3076,0,0.433333337,0.533333361,parry,classified_estimate,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1360,3077,0,0.566666663,0.699999988,parry,classified_estimate,false,false,0e04ca636537f0de634f50a413df7ebd0eb5b24879f369e53155be0e64b59da9,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1370,3000,0,0.000000000,1.633333325,unverified,extracted_unverified,false,false,e82e0b02d0d51cf0baccb8a8041d13801bf20b1a42d8a429f7d80e632a87579c,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1370,3005,0,0.000000000,3.333333254,unverified,extracted_unverified,false,false,e82e0b02d0d51cf0baccb8a8041d13801bf20b1a42d8a429f7d80e632a87579c,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1370,3006,0,0.000000000,3.333333254,unverified,extracted_unverified,false,false,e82e0b02d0d51cf0baccb8a8041d13801bf20b1a42d8a429f7d80e632a87579c,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1370,3007,0,0.000000000,3.599999905,unverified,extracted_unverified,false,false,e82e0b02d0d51cf0baccb8a8041d13801bf20b1a42d8a429f7d80e632a87579c,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1370,3010,0,0.000000000,1.333333373,unverified,extracted_unverified,false,false,e82e0b02d0d51cf0baccb8a8041d13801bf20b1a42d8a429f7d80e632a87579c,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1370,3011,0,0.000000000,1.333333373,unverified,extracted_unverified,false,false,e82e0b02d0d51cf0baccb8a8041d13801bf20b1a42d8a429f7d80e632a87579c,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1370,3012,0,0.000000000,1.666666627,unverified,extracted_unverified,false,false,e82e0b02d0d51cf0baccb8a8041d13801bf20b1a42d8a429f7d80e632a87579c,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1370,3013,0,0.000000000,2.599999905,unverified,extracted_unverified,false,false,e82e0b02d0d51cf0baccb8a8041d13801bf20b1a42d8a429f7d80e632a87579c,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1370,3014,0,0.166666672,4.000000000,unverified,extracted_unverified,false,false,e82e0b02d0d51cf0baccb8a8041d13801bf20b1a42d8a429f7d80e632a87579c,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1370,3015,0,0.133333340,1.033333302,unverified,extracted_unverified,false,false,e82e0b02d0d51cf0baccb8a8041d13801bf20b1a42d8a429f7d80e632a87579c,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1370,3016,0,0.000000000,1.333333373,unverified,extracted_unverified,false,false,e82e0b02d0d51cf0baccb8a8041d13801bf20b1a42d8a429f7d80e632a87579c,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c1370,3017,0,0.000000000,1.966666698,unverified,extracted_unverified,false,false,e82e0b02d0d51cf0baccb8a8041d13801bf20b1a42d8a429f7d80e632a87579c,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
